TotalCharges,MonthlyCharges,tenure,Contract,PaymentMethod,OnlineSecurity,TechSupport,gender,OnlineBackup,InternetService,PaperlessBilling
1442.0,51.6,29,0,2,0,0,1,0,0,1
4713.4,85.5,55,0,0,0,0,1,0,1,0
1758.6,75.6,23,0,0,0,0,0,0,1,0
3480.0,100.05,34,0,2,0,0,1,0,1,1
4738.3,91.25,52,1,2,2,0,1,0,1,0
8399.15,115.75,72,2,1,2,2,1,2,1,1
5430.35,94.7,58,1,1,0,2,1,2,1,1
686.95,19.6,35,2,3,1,1,1,1,2,0
5706.3,99.9,56,2,0,0,2,0,2,1,1
490.65,21.1,24,2,1,1,1,0,1,2,1
1360.25,20.05,70,2,1,1,1,1,1,2,0
174.45,79.95,2,0,2,0,0,1,0,1,1
7379.8,107.15,68,1,1,0,2,1,0,1,1
85.0,85.0,1,0,2,0,0,0,0,1,1
1021.75,89.55,12,0,2,0,0,1,0,1,1
5029.05,81.55,63,0,0,0,0,0,2,1,1
1955.4,58.45,33,1,3,2,0,0,2,0,1
6744.2,95.65,69,1,1,0,0,0,2,1,1
4946.7,80.6,60,2,0,0,2,0,2,0,1
8248.5,113.1,72,2,0,2,2,0,2,1,1
601.6,58.95,11,0,3,0,0,0,0,0,1
19.55,19.55,1,0,3,1,1,0,1,2,0
834.1,86.05,10,0,0,0,0,1,0,1,1
597.0,45.55,13,0,1,2,2,1,0,0,1
2647.2,78.95,34,1,0,0,0,1,0,1,1
3266.0,86.3,39,0,3,0,0,1,2,1,1
6744.25,105.05,65,1,0,0,2,0,2,1,1
5265.5,101.9,50,1,0,2,0,1,2,1,1
311.6,19.75,15,0,3,1,1,1,1,2,0
7966.9,110.3,72,2,0,2,0,1,2,1,1
8220.4,115.6,72,2,0,2,2,0,2,1,1
1153.25,19.35,55,2,0,1,1,1,1,2,0
514.75,25.6,23,2,1,1,1,0,1,2,1
2596.15,80.35,32,0,0,0,0,1,2,1,1
3808.0,68.75,56,1,0,2,0,0,0,0,1
19.9,19.9,1,0,0,1,1,0,1,2,0
2708.2,70.6,38,1,3,2,2,1,2,0,0
760.05,70.2,11,0,2,0,0,1,0,1,0
49.3,49.3,1,0,2,0,2,1,0,0,1
6033.3,107.25,56,1,2,0,2,1,2,1,1
89.05,23.6,3,0,3,1,1,1,1,2,1
516.15,69.7,7,0,1,2,0,1,0,0,0
5861.75,99.5,59,2,1,0,0,1,0,1,1
445.95,64.3,7,0,0,0,2,1,0,0,0
4973.4,70.85,71,2,1,2,2,1,0,0,1
1667.25,101.9,15,1,2,2,2,1,0,1,0
5357.75,73.5,71,2,1,2,2,1,2,0,0
3527.6,100.25,35,0,2,0,0,0,0,1,1
422.6,40.4,11,1,1,0,2,0,2,0,1
1103.25,19.25,60,2,1,1,1,0,1,2,1
2754.0,59.6,47,2,0,0,2,1,2,0,0
697.25,64.9,11,1,1,0,2,0,0,0,0
5614.45,100.3,56,1,1,0,0,1,2,1,0
3204.4,110.85,28,0,2,0,2,0,2,1,1
4747.65,81.05,61,2,3,2,2,1,2,0,1
3082.1,98.05,31,1,0,2,0,1,0,1,0
597.9,70.5,9,0,2,0,0,1,0,1,1
3365.4,94.55,35,0,2,2,0,1,2,1,1
38.8,19.65,2,0,3,1,1,1,1,2,1
233.55,19.0,12,0,3,1,1,0,1,2,0
75.3,75.3,1,0,3,2,0,0,0,1,0
346.2,89.2,4,0,2,0,0,0,0,1,1
19.0,19.0,1,0,3,1,1,0,1,2,1
61.7,20.0,3,0,3,1,1,0,1,2,1
85.7,85.7,1,0,2,0,0,0,0,1,1
3342.45,63.25,52,2,1,2,0,1,2,0,1
85.1,20.1,5,1,3,1,1,1,1,2,0
7422.1,99.15,72,2,2,2,0,1,2,1,1
6668.05,90.4,71,2,2,2,2,1,2,0,0
8071.05,111.9,72,2,1,2,2,1,0,1,1
1174.8,24.9,46,1,2,1,1,1,1,2,0
5435.0,83.5,63,2,1,2,0,1,2,0,0
2438.6,84.3,30,0,1,2,0,1,2,1,1
45.6,45.6,1,0,3,0,0,1,0,0,0
713.75,61.65,12,0,3,2,2,0,0,0,1
916.15,54.85,16,2,3,2,2,1,2,0,0
237.2,65.55,4,0,3,0,2,1,0,0,0
4614.55,90.35,51,1,1,0,0,1,2,1,1
1414.45,20.4,65,2,1,1,1,1,1,2,1
1170.5,74.55,16,0,1,0,2,1,0,1,1
47.7,19.95,2,1,3,1,1,1,1,2,0
4859.25,74.25,66,1,0,0,0,0,0,1,1
4903.2,108.65,46,2,2,0,2,1,2,1,0
3608.0,109.55,32,1,0,2,2,0,0,1,1
6094.25,86.65,72,2,1,2,2,1,0,0,0
3084.9,81.0,38,2,1,2,2,1,0,0,0
2356.75,47.85,51,1,1,0,2,1,0,0,0
8306.05,114.55,72,2,0,2,2,1,2,1,0
6786.4,105.25,65,0,0,2,0,0,0,1,0
248.95,29.95,9,0,2,0,0,1,2,0,1
663.05,65.0,9,0,3,2,2,0,2,0,0
1357.1,20.55,66,2,3,1,1,1,1,2,0
4860.35,109.8,44,1,1,2,0,0,2,1,1
3418.2,69.5,50,2,0,0,2,1,0,0,0
631.4,48.85,15,0,3,0,0,0,0,0,0
186.3,25.25,8,0,1,0,0,1,0,0,1
6976.75,102.85,66,1,1,0,2,0,0,1,1
4884.85,87.55,57,0,0,2,2,0,2,1,1
522.95,78.55,7,0,0,0,0,0,2,1,1
362.6,34.55,10,0,0,0,0,1,0,0,1
5755.8,92.05,62,1,2,2,0,0,2,1,1
3355.65,85.05,40,1,2,0,0,1,0,1,1
406.95,19.7,20,2,3,1,1,0,1,2,0
137.6,20.0,7,0,0,1,1,0,1,2,0
2395.7,95.15,25,0,2,0,2,0,0,1,1
1968.1,84.25,23,0,2,0,0,1,2,1,0
6819.45,104.6,66,1,1,0,0,0,2,1,0
7943.45,111.65,72,2,2,0,2,0,2,1,0
4547.25,90.05,49,0,1,0,0,1,2,1,0
4687.9,110.75,43,0,0,0,2,1,2,1,1
2473.95,55.0,46,0,0,2,0,0,0,0,0
6562.9,89.85,72,2,1,2,2,1,2,0,0
176.3,20.35,10,1,3,1,1,1,1,2,0
2236.2,54.55,40,1,0,2,2,0,0,0,1
6985.65,105.5,65,0,2,0,0,0,2,1,1
3109.9,99.45,31,2,0,0,2,1,0,1,0
4911.35,70.9,68,2,1,2,2,0,2,0,0
5794.65,104.55,56,1,0,2,0,1,0,1,1
855.3,85.25,10,0,2,0,0,1,0,1,1
1620.2,25.4,68,2,0,1,1,1,1,2,0
2499.3,56.15,43,0,2,0,0,0,0,0,0
89.55,89.55,1,0,2,0,0,1,0,1,1
4287.2,89.85,49,1,0,0,0,0,2,1,1
394.85,25.25,15,0,2,1,1,0,1,2,1
1899.65,94.55,20,0,2,0,0,1,0,1,1
45.7,45.7,1,0,3,0,0,1,0,0,1
3442.15,69.65,50,1,2,0,2,1,0,0,1
161.5,89.5,2,0,2,0,0,0,2,1,0
1732.6,70.0,24,0,1,0,0,1,0,1,0
222.3,69.55,3,0,0,0,0,0,0,1,1
74.6,74.6,1,0,3,0,0,0,0,1,1
655.3,20.1,35,2,3,1,1,1,1,2,0
475.25,24.8,17,0,3,1,1,0,1,2,0
164.3,19.65,8,0,2,1,1,0,1,2,0
865.1,95.1,10,0,1,0,2,1,0,1,1
6132.7,88.85,68,2,1,2,2,1,2,0,1
3597.5,78.8,45,1,0,2,0,1,2,0,0
35.9,19.85,2,1,3,1,1,1,1,2,0
697.65,20.35,37,0,0,1,1,1,1,2,0
96.05,24.25,4,0,3,0,0,0,0,0,1
428.7,45.25,10,0,3,0,0,0,0,0,0
20.05,20.05,1,0,3,1,1,1,1,2,0
4459.15,69.55,65,2,3,2,0,1,2,0,1
1167.6,19.5,57,2,0,1,1,0,1,2,0
238.1,74.75,3,0,3,0,0,0,0,1,1
145.15,69.65,2,0,2,0,0,0,0,1,0
1453.1,30.2,49,0,0,0,0,1,0,0,1
191.05,45.65,4,0,3,0,0,0,0,0,0
4039.3,57.8,70,2,0,0,2,0,2,0,0
1039.45,19.85,53,1,0,1,1,0,1,2,1
1336.1,25.55,53,2,1,1,1,1,1,2,0
75.05,75.05,1,0,3,0,0,0,0,1,1
493.4,24.85,22,0,1,1,1,1,1,2,1
2550.9,49.15,52,0,2,0,0,1,2,0,1
7246.15,110.35,65,2,2,2,2,1,0,1,1
1203.95,24.55,48,1,0,1,1,0,1,2,0
62.25,34.7,2,0,2,0,0,0,0,0,1
313.6,107.95,3,0,3,0,0,1,2,1,0
3775.85,81.4,45,0,0,0,0,1,2,1,0
80.0,80.0,1,0,2,0,0,1,0,1,0
4616.05,73.8,61,2,0,0,2,0,0,0,1
195.65,64.4,3,0,1,2,2,1,0,0,1
4188.4,103.75,40,1,1,0,2,0,0,1,1
71.1,71.1,1,0,3,0,0,0,0,1,0
49.9,49.9,1,0,2,0,2,0,0,0,1
1266.4,24.6,51,1,0,1,1,1,1,2,1
91.1,49.25,2,0,2,2,0,1,0,0,1
1623.4,30.1,52,1,3,0,0,1,2,0,0
4149.45,83.4,51,0,0,0,0,1,0,1,0
20.45,20.45,1,0,3,1,1,1,1,2,1
2344.5,75.25,31,1,0,2,2,1,2,0,1
1013.05,20.55,47,1,1,1,1,1,1,2,0
270.7,75.1,3,0,1,0,0,0,0,1,1
417.0,20.05,22,1,3,1,1,0,1,2,1
20.65,20.65,1,0,3,1,1,0,1,2,1
6316.2,85.15,72,2,0,0,2,1,2,0,1
168.15,50.15,3,0,2,0,0,1,0,0,1
4018.05,84.95,47,1,0,0,0,1,2,1,1
4811.6,66.5,72,2,1,2,2,1,0,0,1
4189.7,63.3,66,2,0,0,0,1,0,0,1
2848.45,83.15,35,0,2,0,0,1,0,1,0
2516.2,84.9,29,0,2,0,0,1,0,1,1
33.6,20.55,2,0,3,1,1,0,1,2,1
208.45,49.25,4,0,3,0,0,1,2,0,0
2015.35,79.85,25,0,0,2,0,0,2,1,1
3739.8,59.6,65,2,3,2,2,0,2,0,1
2964.0,104.65,27,1,0,0,2,1,2,1,1
2263.4,75.3,29,0,1,0,0,1,0,1,1
2211.8,80.1,29,0,1,0,0,1,2,0,0
19.55,19.55,1,0,3,1,1,1,1,2,0
1683.7,81.0,20,0,3,0,2,0,0,1,1
1519.0,24.7,58,2,1,1,1,0,1,2,1
1164.05,86.0,14,0,3,2,2,0,0,1,1
1710.9,25.4,72,2,3,1,1,1,1,2,0
4245.55,89.15,46,0,1,2,0,1,0,1,1
4145.9,58.25,71,2,0,0,2,0,2,0,0
2664.3,85.65,32,0,0,0,0,1,0,1,1
1277.5,50.35,26,0,1,0,0,0,0,0,1
5589.3,80.35,68,0,1,0,0,1,0,1,1
34.75,20.2,2,1,3,1,1,1,1,2,0
1305.95,20.55,61,2,1,1,1,1,1,2,0
381.3,85.95,4,0,2,0,0,0,0,1,1
141.5,45.35,3,0,2,0,0,1,0,0,1
3105.55,94.5,33,0,2,0,0,1,0,1,1
204.55,21.25,9,0,3,1,1,1,1,2,1
605.9,26.25,22,2,3,1,1,0,1,2,0
356.1,80.85,5,0,2,0,0,0,0,1,1
2758.15,91.7,30,0,1,2,0,0,2,1,0
4805.65,74.2,65,2,1,0,2,1,2,0,1
3941.7,87.25,45,0,2,0,2,0,0,1,1
92.75,20.35,5,0,3,1,1,1,1,2,0
1901.05,75.5,25,0,2,0,0,1,2,1,1
5730.7,79.05,72,2,0,2,0,0,0,1,0
2423.4,90.15,27,0,0,0,0,0,0,1,0
1653.45,50.6,32,0,1,0,0,1,0,0,0
3327.05,110.45,30,1,1,0,2,0,2,1,0
7085.5,101.0,70,2,1,2,2,1,2,1,0
3344.1,79.35,42,0,0,0,0,1,2,1,1
6697.35,89.85,72,2,0,2,2,0,2,0,1
2879.9,65.0,47,2,3,2,2,0,0,0,1
137.1,80.45,2,0,2,2,0,0,0,1,1
1008.55,98.55,10,0,2,2,0,1,0,1,0
1551.6,24.1,61,2,3,1,1,0,1,2,1
202.15,44.05,5,0,1,0,0,0,0,0,1
7882.25,110.8,72,2,1,0,2,0,2,1,1
8196.4,114.95,72,2,0,2,2,1,2,1,1
202.9,75.05,3,0,3,0,0,0,0,1,0
855.1,19.25,48,2,3,1,1,1,1,2,0
5817.0,90.05,63,1,1,0,2,0,0,1,1
1652.95,56.7,27,0,3,2,0,0,2,0,1
5600.15,80.15,70,2,1,2,0,1,2,0,1
515.75,71.35,7,0,1,2,2,1,0,0,1
190.5,90.35,2,0,2,2,0,0,2,1,0
1842.8,98.55,20,0,2,0,0,1,0,1,1
1253.8,19.7,66,2,0,1,1,1,1,2,0
57.2,19.85,3,0,3,1,1,0,1,2,0
1269.55,85.9,15,0,0,0,0,0,2,1,1
6563.4,90.35,72,2,0,2,2,0,2,1,1
20.8,20.8,1,0,3,1,1,1,1,2,0
1907.85,89.25,22,0,2,0,0,0,0,1,0
208.85,70.3,3,0,2,0,0,1,0,1,1
4758.8,66.85,72,2,0,2,2,0,0,0,0
1292.6,19.9,65,2,3,1,1,1,1,2,0
363.15,35.8,11,0,3,0,0,0,0,0,1
1600.25,78.85,22,0,3,0,0,1,2,1,1
275.7,20.4,14,1,0,1,1,1,1,2,0
3089.1,74.25,41,0,2,0,2,1,0,1,1
1175.6,64.8,17,1,3,2,0,1,2,0,0
237.3,20.45,11,0,1,1,1,1,1,2,1
1444.65,93.35,15,0,2,0,0,1,0,1,1
19.9,19.9,1,0,3,1,1,0,1,2,0
454.15,88.9,5,0,3,2,0,0,0,1,1
3036.75,95.8,33,1,2,0,0,1,0,1,1
8065.65,110.65,72,2,1,2,0,0,2,1,1
92.5,40.3,3,0,3,0,0,0,2,0,0
184.65,82.0,2,0,2,0,0,1,2,1,1
6152.3,107.0,59,1,1,2,2,0,2,1,1
89.5,45.35,2,0,2,0,0,1,0,0,0
5154.5,73.35,71,2,1,0,2,1,2,0,1
220.45,44.8,5,0,3,0,0,0,0,0,0
1510.3,54.75,27,0,1,2,0,1,2,0,1
52.2,52.2,1,0,2,0,2,0,0,0,1
2588.95,40.6,63,1,0,2,2,1,2,0,1
4874.8,110.0,46,1,2,2,0,0,2,1,1
3983.6,55.3,72,2,0,2,0,1,0,0,0
2003.6,60.85,34,0,0,2,2,0,0,0,1
1832.4,78.4,24,1,2,2,0,0,2,0,0
4908.25,69.65,72,2,0,2,2,1,2,0,0
3590.2,59.85,60,2,1,2,2,0,0,0,0
5023.0,76.9,68,1,1,2,0,1,2,0,1
146.6,19.85,8,2,3,1,1,0,1,2,1
2339.3,67.65,34,2,1,2,2,0,0,0,0
298.7,45.0,6,0,1,0,0,0,0,0,0
143.65,64.2,2,0,3,0,2,1,2,0,1
2548.65,81.7,31,1,1,0,2,1,0,1,0
507.4,25.55,20,0,0,1,1,0,1,2,1
20.0,20.0,1,0,2,1,1,0,1,2,0
6125.4,96.75,62,1,2,0,0,1,0,1,1
5411.4,75.65,70,2,1,0,0,0,0,1,1
1058.25,98.5,10,0,2,0,2,0,0,1,1
903.8,23.8,39,2,3,1,1,1,1,2,1
3009.5,64.2,46,2,1,0,2,0,2,0,1
489.45,85.35,6,0,2,0,0,1,2,1,1
5468.45,76.8,72,2,0,0,0,0,0,0,1
1058.1,55.2,18,0,1,0,2,1,0,0,0
7616.0,108.55,71,2,1,2,2,1,0,1,1
4113.1,101.3,40,0,2,0,0,1,2,1,1
69.55,69.55,1,0,2,0,0,1,0,1,1
6017.65,103.25,58,1,0,0,0,1,2,1,1
7250.15,104.0,70,2,1,2,2,1,0,1,1
1108.2,25.25,42,2,2,1,1,0,1,2,0
938.65,30.4,34,1,0,2,0,1,0,0,0
94.15,20.05,5,0,0,1,1,1,1,2,0
2088.05,84.6,25,0,3,0,0,0,0,1,1
178.7,86.2,2,0,3,0,0,0,0,1,1
5656.75,103.7,55,1,0,0,2,0,2,1,1
2317.1,111.2,21,0,2,0,2,1,2,1,1
5986.45,88.0,70,2,1,2,2,1,2,1,1
6751.35,106.35,61,0,2,0,2,0,0,1,1
3566.6,79.15,43,2,1,2,2,1,0,0,1
4889.3,103.1,47,1,2,0,0,1,2,1,1
318.1,63.95,5,0,1,0,2,1,0,0,1
1563.95,25.8,62,2,1,1,1,0,1,2,1
1430.25,89.45,16,0,1,0,0,0,2,1,1
644.35,95.6,7,0,0,0,0,1,0,1,1
372.45,25.55,14,0,3,1,1,0,1,2,0
5453.4,90.95,60,1,2,0,0,1,2,1,0
1442.6,44.85,34,0,2,0,2,1,0,0,1
5610.7,108.55,50,1,2,2,2,0,2,1,0
963.95,25.05,38,2,1,1,1,1,1,2,0
5222.3,74.1,70,1,1,2,2,0,2,0,0
3340.55,88.8,37,0,2,0,0,0,2,1,1
292.8,78.85,4,0,2,0,0,0,0,1,1
5774.55,93.25,60,0,2,2,0,1,2,1,1
4487.3,71.4,62,1,1,2,2,1,0,0,0
44.4,44.4,1,0,3,0,0,1,0,0,0
2854.95,79.2,36,0,1,2,2,1,0,0,1
905.55,20.4,44,2,1,1,1,1,1,2,0
5509.3,100.0,55,1,2,0,0,0,0,1,1
7589.8,105.0,72,2,1,2,0,0,0,1,1
229.6,19.8,12,1,0,1,1,0,1,2,0
394.1,30.85,13,0,0,2,0,0,0,0,1
89.9,89.9,1,0,2,0,0,1,0,1,1
295.95,20.55,15,1,3,1,1,0,1,2,0
5459.2,84.85,65,2,0,2,2,0,2,0,1
444.75,33.15,12,1,1,2,2,0,0,0,0
6782.15,92.0,72,2,1,2,2,1,2,0,1
6510.45,89.8,72,2,1,2,2,0,2,0,0
8476.5,115.8,72,2,0,2,2,0,2,1,1
4461.85,85.15,52,2,3,2,2,1,2,0,1
62.0,24.85,2,0,3,1,1,1,1,2,0
352.65,64.35,5,0,2,2,2,0,0,0,1
1424.9,20.5,68,2,1,1,1,0,1,2,0
6413.65,100.15,62,1,2,0,0,0,0,1,1
6309.65,86.05,72,2,1,2,2,1,2,0,0
50.8,50.8,1,0,2,0,0,1,2,0,0
5898.6,89.0,66,1,2,2,2,0,2,1,0
4719.75,64.8,72,2,1,2,2,1,2,0,1
457.3,19.8,26,1,1,1,1,1,1,2,0
5822.3,93.4,64,2,0,2,0,1,0,1,0
1463.5,73.65,20,0,2,0,0,1,2,1,1
307.4,95.1,3,0,2,0,0,0,2,1,1
2104.55,94.65,22,0,1,0,0,1,0,1,1
319.15,80.6,4,0,3,0,2,1,0,1,1
2337.45,39.0,62,2,0,0,2,1,0,0,1
104.3,20.5,5,0,3,1,1,0,1,2,1
5084.65,85.55,59,1,2,0,0,1,0,1,0
121.25,26.4,3,2,3,1,1,1,1,2,1
7015.9,98.2,72,2,0,2,2,0,0,1,1
5598.0,97.55,57,1,1,0,0,1,2,1,1
1269.1,19.95,66,2,1,1,1,1,1,2,0
3027.4,50.8,60,0,2,0,0,0,2,0,1
4634.35,99.7,45,2,0,0,0,1,0,1,0
113.95,34.8,3,0,1,0,0,0,0,0,1
1582.75,105.1,15,0,2,2,2,0,0,1,0
3077.0,60.15,51,1,0,2,2,0,0,0,0
4039.5,64.75,60,1,2,2,2,0,0,0,0
1665.2,54.65,33,0,0,0,0,1,2,0,1
1043.3,110.1,10,0,2,2,2,1,2,1,1
504.2,19.3,26,1,1,1,1,1,1,2,0
497.55,83.9,6,0,2,0,0,0,0,1,0
7511.65,111.25,67,1,2,2,2,0,0,1,1
1782.0,35.8,49,1,1,2,2,0,0,0,1
20.05,20.05,1,0,3,1,1,1,1,2,1
609.65,84.35,7,0,2,0,0,0,0,1,1
2857.6,110.5,27,1,0,2,0,0,2,1,1
3247.55,91.2,37,1,1,0,0,1,0,1,0
6215.35,100.55,63,0,2,2,0,0,2,1,1
2823.0,89.3,31,0,2,2,2,1,0,1,0
5017.9,103.85,50,0,0,0,0,1,2,1,1
2619.25,81.1,32,0,1,0,0,1,0,1,1
24.6,24.6,1,0,2,0,0,0,0,0,0
4965.1,81.2,63,1,1,0,2,0,0,1,1
2679.7,94.3,30,0,1,2,0,1,2,1,1
8310.55,116.1,71,2,0,2,2,1,2,1,1
5682.25,105.55,53,2,2,0,0,0,2,1,0
1120.95,98.9,12,0,0,2,2,0,0,1,1
4914.9,94.4,50,0,1,2,0,1,2,1,1
27.55,19.5,2,0,3,1,1,0,1,2,0
923.5,98.3,9,0,1,0,0,0,0,1,0
1625.65,93.85,17,0,2,2,0,1,0,1,0
6068.65,105.6,56,1,1,2,0,0,2,1,1
5398.6,81.35,67,2,1,2,0,1,2,0,0
918.6,100.5,9,0,2,0,0,1,0,1,1
234.85,56.4,4,0,2,0,0,1,0,0,1
1231.85,65.35,19,1,0,0,2,1,2,0,1
170.9,19.95,8,0,3,1,1,0,1,2,0
7984.15,111.25,71,2,2,0,2,0,2,1,1
688.65,72.85,10,0,2,0,0,1,2,1,1
1288.3,89.0,15,0,1,0,0,0,2,1,0
7848.5,106.1,72,1,0,2,0,1,0,1,1
267.0,20.05,12,1,1,1,1,1,1,2,0
1798.9,25.2,72,2,0,1,1,1,1,2,1
73.55,73.55,1,0,2,0,0,1,0,1,1
1643.55,75.4,23,0,0,2,0,0,0,1,1
4807.45,65.55,72,2,0,2,2,1,2,0,1
2193.0,80.7,26,0,2,0,0,0,0,1,1
2239.4,104.55,21,1,3,0,2,0,2,1,1
1505.9,24.15,60,1,0,1,1,1,1,2,0
255.35,20.45,12,0,3,1,1,1,1,2,0
1189.4,75.4,16,0,2,0,0,1,0,1,1
4786.15,79.7,63,1,1,2,0,0,2,0,1
1820.9,81.7,22,0,2,2,0,0,2,1,0
2404.15,76.3,32,0,0,2,2,0,2,0,0
205.05,79.4,3,0,2,0,0,0,2,1,1
952.3,81.15,13,0,2,0,0,0,2,1,1
7039.45,103.75,68,2,1,0,2,0,2,1,1
2538.05,86.45,30,1,2,0,0,0,0,1,0
1212.85,75.1,16,0,0,0,0,0,2,1,0
2651.1,80.6,33,2,0,0,2,1,2,1,0
1304.8,19.3,72,2,1,1,1,1,1,2,0
360.1,84.6,4,0,2,0,0,0,0,1,1
435.45,33.6,12,1,3,2,2,0,0,0,1
308.05,83.25,4,0,2,0,0,0,0,1,1
434.5,79.05,6,0,2,2,0,0,0,1,1
7118.9,108.05,65,1,1,0,2,0,2,1,1
320.45,19.9,15,0,3,1,1,0,1,2,0
531.55,21.05,24,1,0,1,1,0,1,2,0
382.2,30.15,13,0,2,0,0,0,2,0,0
2001.0,79.85,24,0,1,0,0,1,0,1,1
4919.7,65.5,72,2,0,2,2,0,2,0,0
5645.8,104.1,54,0,0,2,0,0,2,1,1
215.8,74.4,3,0,0,0,0,0,0,1,0
77.6,20.5,4,0,3,1,1,1,1,2,1
2896.55,91.35,32,0,3,0,0,0,0,1,1
3395.8,99.05,35,0,2,0,0,1,0,1,1
759.35,20.5,35,2,0,1,1,1,1,2,0
85.15,44.95,2,0,3,0,0,1,0,0,0
535.55,75.6,8,0,2,0,0,0,2,1,0
1253.15,55.1,22,0,3,2,2,1,0,0,0
955.15,58.95,15,0,2,2,2,0,0,0,0
2162.6,95.1,22,0,2,0,0,1,0,1,1
44.7,44.7,1,0,1,0,0,1,0,0,0
1813.35,25.45,71,2,0,1,1,0,1,2,0
245.15,56.75,4,0,2,2,0,1,0,0,0
2028.8,81.75,25,0,0,2,2,1,2,0,0
2723.75,86.1,32,0,2,0,0,0,2,1,1
220.45,29.8,7,0,0,2,0,1,0,0,0
365.8,20.5,17,1,3,1,1,1,1,2,1
551.95,60.9,8,0,0,2,0,1,0,0,0
4054.2,73.25,56,2,0,2,2,0,0,0,0
45.7,45.7,1,0,3,0,0,1,0,0,1
832.35,100.3,8,0,1,2,2,1,0,1,0
112.3,19.25,7,0,2,1,1,1,1,2,0
60.65,20.85,3,0,3,1,1,1,1,2,0
5550.1,77.35,71,2,1,2,2,0,2,0,0
174.8,96.0,2,0,2,0,0,0,0,1,1
90.55,90.55,1,0,2,0,0,0,0,1,0
4733.1,93.85,49,0,0,2,0,1,2,1,1
4048.95,70.1,58,2,0,0,2,1,2,0,0
1359.7,30.35,44,0,2,0,0,1,2,0,1
4542.35,75.95,59,2,1,0,2,0,2,0,1
7532.15,108.05,71,2,2,2,2,1,0,1,1
69.9,69.9,1,0,2,0,0,1,0,1,1
888.65,75.25,11,0,2,0,0,0,0,1,0
6383.35,103.75,62,1,2,0,0,1,2,1,1
1916.0,54.95,35,1,0,2,2,0,0,0,1
413.0,19.5,20,0,0,1,1,0,1,2,1
808.95,19.6,40,2,3,1,1,1,1,2,0
1886.4,47.85,39,1,2,2,0,0,0,0,1
86.6,86.6,1,0,2,0,0,1,0,1,1
1679.25,23.75,72,2,0,1,1,0,1,2,0
2656.5,80.6,33,0,0,0,0,0,2,1,1
540.95,43.8,12,0,0,0,0,0,0,0,0
19.75,19.75,1,0,0,1,1,1,1,2,0
537.35,19.15,27,0,3,1,1,1,1,2,0
678.8,19.6,34,1,1,1,1,1,1,2,0
4513.65,80.3,56,2,0,2,0,0,0,1,0
1423.85,24.35,58,2,1,1,1,0,1,2,0
555.4,25.25,22,2,1,1,1,0,1,2,0
225.55,26.1,10,2,1,1,1,0,1,2,0
268.45,20.0,13,2,1,1,1,1,1,2,0
2917.5,85.3,35,0,1,0,2,0,2,1,0
2416.1,70.0,34,0,1,0,0,0,0,1,1
424.45,94.3,4,0,2,0,0,0,0,1,1
1492.1,20.7,72,2,0,1,1,1,1,2,0
132.4,70.3,2,0,2,0,2,1,0,0,0
660.9,95.35,7,0,2,0,0,0,0,1,1
1893.95,75.5,27,0,2,0,0,1,0,1,1
284.9,69.55,4,0,3,0,0,1,0,1,1
784.25,19.85,37,2,3,1,1,0,1,2,0
417.7,20.0,21,0,3,1,1,1,1,2,0
5016.25,95.85,53,1,1,0,0,0,0,1,1
1612.75,90.1,18,0,2,0,2,0,0,1,1
119.75,68.95,2,0,2,0,0,0,0,1,0
3204.65,99.55,32,0,1,2,0,1,0,1,1
485.2,20.75,23,1,2,1,1,1,1,2,1
160.85,50.15,3,0,3,2,0,1,0,0,1
4145.25,58.65,71,2,3,2,2,0,2,0,0
827.45,95.9,9,0,0,0,2,1,0,1,1
49.5,49.5,1,0,2,0,0,0,2,0,0
990.85,57.45,18,0,2,0,0,1,0,0,0
696.35,53.65,12,1,1,0,0,1,0,0,0
5585.4,80.1,71,2,3,2,2,1,2,0,1
1601.2,24.4,64,1,0,1,1,0,1,2,1
162.45,40.05,4,0,2,0,2,1,0,0,1
470.2,19.5,23,0,3,1,1,0,1,2,1
2066.0,51.05,39,0,1,2,0,0,0,0,0
1426.45,54.35,28,1,3,2,2,1,0,0,0
392.5,84.7,5,0,2,0,0,0,2,1,1
3861.45,86.1,45,0,2,0,0,0,0,1,1
2552.9,70.35,37,0,3,0,0,1,0,1,1
6668.35,110.0,60,2,0,2,2,0,2,1,1
819.4,100.6,8,0,2,0,0,1,0,1,1
4615.25,94.9,47,1,1,2,0,0,0,1,0
2070.6,83.75,26,0,2,0,0,1,0,1,1
273.75,88.3,3,0,3,2,2,0,0,1,1
3557.7,69.75,50,0,0,0,0,0,0,1,1
1957.1,71.6,27,0,0,0,2,1,0,0,0
729.95,92.1,8,0,2,0,0,0,0,1,1
1416.75,23.65,62,2,0,1,1,0,1,2,0
5924.4,81.85,71,2,0,2,2,0,0,0,0
1697.7,25.1,66,2,3,1,1,1,1,2,0
7849.85,114.7,68,2,0,2,2,1,2,1,1
649.4,49.15,13,0,2,0,0,0,0,0,0
4557.5,80.9,56,1,2,0,0,1,0,1,1
3013.05,79.45,38,0,2,2,0,1,2,1,1
1266.1,90.45,14,0,1,0,0,1,0,1,0
360.35,19.3,16,1,0,1,1,0,1,2,1
1046.5,70.2,14,0,2,0,0,0,0,1,0
2347.9,69.75,32,0,0,0,0,1,0,1,1
447.75,54.25,8,1,0,2,2,0,0,0,0
4209.95,99.3,43,0,0,0,0,0,0,1,1
